,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,color_num,cut_num,price_predicted
995,0.6,Ideal,G,VVS2,62.0,57.0,5.41,5.46,3.37,6,4,1,2456.5101061159166
996,0.36,Premium,D,SI2,61.5,60.0,4.54,4.6,2.81,2,1,2,880.7789617368999
997,0.54,Ideal,E,VVS2,62.2,54.0,5.23,5.26,3.26,6,2,1,2294.2682135939904
998,0.9,Good,J,SI2,63.9,56.0,6.17,6.1,3.92,2,7,4,1997.6810359102492
999,1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,2,4,2,4099.4029481418675
1000,1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,3,4,3,4962.859700240859
1001,0.53,Very Good,F,SI1,62.5,57.0,5.19,5.24,3.26,3,3,3,1025.4978571723914
1002,0.4,Ideal,G,VVS1,62.0,55.0,4.74,4.78,2.95,7,4,1,1083.7980226557484
1003,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,3,5,2,1420.1401813998982
1004,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,4,5,3,115.41393240889283
1005,0.9,Premium,H,SI2,59.5,60.0,6.32,6.29,3.75,2,5,2,3100.6131527886832
1006,1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,3,5,4,5072.661873591792
1007,0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,3,6,1,2181.430490747047
1008,0.9,Very Good,F,VS2,63.1,59.0,6.13,6.05,3.84,4,3,3,4905.399427463159
1009,1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02,2,6,1,4648.474687033149
1010,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,4,3,2,2716.334151632289
1011,1.01,Very Good,H,SI1,61.8,61.0,6.4,6.47,3.98,3,5,3,4572.687648279354
1012,0.96,Premium,G,SI2,59.3,58.0,6.49,6.43,3.83,2,4,2,3123.6190882083665
1013,0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,6,5,3,1219.523085932682
1014,1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,7,6,1,5711.219057461454
1015,0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,3,1,4,1030.3777141197097
1016,0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21,2,2,3,1057.167739170598
1017,0.41,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.96,5,2,1,1088.2890187612757
1018,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,6,2,4,1849.433339197194
1019,1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,2,6,1,4330.284204606409
1020,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,3,2,1,1053.4693198549976
1021,0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,5,3,1,3744.3587311679894
1022,0.56,Ideal,D,VS2,61.9,57.0,5.26,5.3,3.27,4,1,1,2156.7495650181536
1023,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,2,1,3,472.6625351464081
1024,0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,6,3,3,4925.274780878104
1025,0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,3.56,4,6,1,2265.2454549427002
1026,0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,4,1,1,1056.3791769643321
1027,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,3,6,3,4361.134367937941
1028,1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,1,2,1,4159.29110698562
1029,1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,4,3,2,13702.061785844682
1030,0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,7,5,1,3328.0022172393337
1031,0.7,Very Good,E,SI2,59.5,56.0,5.79,5.81,3.45,2,2,3,2008.6581426547436
1032,1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07,4,4,3,6701.738232246512
1033,1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,5,6,3,6459.105212774525
1034,0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,5,1,1,755.9091582059555
1035,0.42,Ideal,G,IF,62.7,56.0,4.76,4.77,2.99,8,4,1,1533.018839719196
1036,0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,4,3,2,708.3933256116688
1037,1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,3,7,2,5547.074037652675
1038,1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,2,3,4,4228.866536120553
1039,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,2,5,2,6074.14889676275
1040,2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,2,7,2,12737.808282423286
1041,0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,3,3,4,2332.9193150196716
1042,1.0,Fair,F,VS2,64.7,59.0,6.22,6.15,4.0,4,3,5,5987.981165877753
1043,0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31,5,6,4,510.9391490745202
1044,2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,3,4,3,15783.247521292136
1045,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,6,1,1,909.2128107811732
1046,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,3,5,1,4853.656971367923
1047,1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25,8,4,1,11055.491417173249
1048,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,3,5,4,4249.079351895795
1049,0.31,Ideal,D,IF,61.1,56.0,4.39,4.42,2.69,8,1,1,1411.1639397047838
1050,2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,4,5,2,15422.516633289464
1051,0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,5,3,1,683.4656516482064
1052,0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,6,6,3,557.3953318371387
1053,0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,5,4,2,416.2933234014263
1054,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,8,6,2,796.9423823438356
1055,0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,2,3,1,257.7089115546851
1056,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,3,1,3,5682.437294780939
1057,0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,6,5,5,67.16506606603616
1058,1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,5,4,1,12518.162989640545
1059,0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,5,6,3,2809.705776407496
1060,0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,7,4,3,677.2808463039564
1061,1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,5,5,3,5944.064863562416
1062,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,4,5,1,1257.684302885793
1063,0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,5,6,4,347.93674522164474
1064,0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,5,2,5,1101.808942969059
1065,1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,1,5,1,5887.812273365628
1066,0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,3,2,3,858.2876964720017
1067,1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,2,2,4,8977.74724180759
1068,0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,4,2,3,523.8465858712934
1069,0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,3,1,3,1915.2842760281656
1070,0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,3,3,4,3732.733931464876
1071,1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,2,5,3,3771.747684889011
1072,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,4,1,1,7151.888920114707
1073,0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,3,2,3,725.5639417116763
1074,1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,4,3,5,5993.5875910281775
1075,0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,3,4,3,611.8344576664858
1076,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,2,1,3,4787.955807797389
1077,1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,3,5,2,4642.209582474999
1078,0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,6,4,2,5923.873672561975
1079,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,7,2,3,254.69106057421595
1080,0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,3,2,3,3320.3691318482597
1081,1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,3,1,3,5757.898194501504
1082,1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,5,4,1,6615.495742865498
1083,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,3,1,2,611.6271451571192
1084,1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,4,4,1,6185.695538867991
1085,0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,4,4,1,3524.935190656366
1086,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,3,2,4,406.59563868931764
1087,1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,3,7,2,3333.89491139021
1088,0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,5,4,1,2108.0324005861075
1089,1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,2,3,3,4189.808559316026
1090,0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,6,4,3,4186.939824618274
1091,0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,3,5,3,465.86749995477294
1092,2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,2,1,2,13989.870808954762
1093,1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,6,7,2,8912.956725364538
1094,1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,2,6,2,5112.93399774183
1095,0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,4,6,3,2060.056152849229
1096,0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,2,4,4,-86.56002202875061
1097,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,4,2,4,1235.7009613631417
1098,1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,3,3,2,5448.208534031239
1099,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,4,3,3,6161.174908015335
1100,0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,8,4,1,860.166264856638
1101,1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,2,6,2,4752.403478789452
1102,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,2,6,4,7393.102408625618
1103,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,1,4,4,2363.1184312105097
1104,3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,1,6,1,12286.762219178094
1105,0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,3,2,1,907.0273819706672
1106,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,2,1,3,1485.1322344438559
1107,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,3,1,2,11724.93478381704
1108,0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,7,5,1,788.6298189174286
1109,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,3,1,2,1403.7912420481262
1110,0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,4,7,2,818.3932845904983
1111,1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,2,3,4,3940.2848625408283
1112,0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,1,3,4,1090.576152298143
1113,0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,4,5,1,524.1701201094747
1114,1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,4,4,2,6452.692443036578
1115,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,4,2,2,883.281837074559
1116,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,5,3,2,7130.138310243448
1117,0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,7,3,3,535.1081282625382
1118,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,5,4,1,15098.001903455926
1119,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,4,5,2,5924.782702098429
1120,1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,2,5,1,5398.916412163744
1121,0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,5,5,1,715.5307835155618
1122,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,2,4,2,13010.661392156855
1123,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,7,4,3,737.9972739930399
1124,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,2,2,3,610.779627696751
1125,0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,7,1,3,6.096589874620804
1126,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,3,1,2,655.1936576871085
1127,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,4,3,4,759.0009462091075
1128,0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,5,2,3,1040.4089504538497
1129,0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,7,3,1,1023.2358000795975
1130,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4,4,2,5044.514104614382
1131,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,2,3,1,1005.791518055913
1132,0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,8,6,2,1729.3121114816167
1133,1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,4,2,3,6353.1454782220335
1134,0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,8,3,1,968.2719300085919
1135,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,2,5,2,5845.695688041498
1136,1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,2,2,3,4385.067278567553
1137,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,6,2,2,2194.515050200107
1138,0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,8,5,1,1272.7262945605762
1139,0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,5,4,1,1940.0342845658215
1140,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,3,4,3,442.94757873227354
1141,0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,7,6,3,4237.334526370332
1142,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,3,5,2,11851.325001874991
1143,0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,3,5,3,291.06099175906274
1144,2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,2,3,2,13973.453067384555
1145,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,6,2,1,2561.8143819559664
1146,0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,8,4,1,1468.3822010334043
1147,0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,3,6,3,431.87552406867144
1148,0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,5,4,1,1231.8484544357852
1149,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,3,7,5,6661.47243400815
1150,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,4,4,3,12.496997294150788
1151,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,5,4,2,9120.375487150926
1152,0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,5,2,1,651.4271693818409
1153,1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,6,4,1,11850.403168688008
1154,1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,2,5,1,4357.701353742131
1155,0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,4,7,3,1875.200709622879
1156,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,5,3,2,6755.833871436713
1157,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,4,4,1,905.5689719298643
1158,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,3,4,2,1235.588599188879
1159,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,4,1,3,1393.1759789271964
1160,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,3,1,2,731.3332511177432
1161,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,6,1,4,783.3713224741914
1162,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,8,4,2,1192.5117287668218
1163,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,2,3,2,4367.397820492782
1164,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,3,4,1,8531.802747001288
1165,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,3,6,1,5658.900514369318
1166,0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,8,3,3,719.5401672211665
1167,0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,7,1,2,1924.7451890070724
1168,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,5,7,2,13339.280278910719
1169,0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,3,1,1,828.6452265688295
1170,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,3,1,2,626.7940637461979
1171,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,2,1,2,15629.889239962675
1172,1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,3,5,1,5214.967138334053
1173,0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,5,6,4,385.9455468835058
1174,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,8,2,2,5743.178216546774
1175,1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,3,7,4,7003.823342946633
1176,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,4,4,2,5971.894403651037
1177,1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,3,3,1,5372.867259195487
1178,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,2,2,1,837.884540264804
1179,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,1,4,5,2168.596094871474
1180,1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,3,6,2,10279.545941605636
1181,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,2,1,1,2529.0531985161306
1182,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,3,4,2,6542.593316451719
1183,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,5,3,4,7342.370093579781
1184,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,3,5,1,5063.186047939095
1185,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,2,5,2,4114.354635536103
1186,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,7,4,2,8350.864083969253
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,2,2,2,9433.319832001263
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,3,2,3,1390.1960988146275
1189,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,5,3,4,316.59890902855113
1190,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,3,1,1,4621.633276427563
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,2,2,5,816.7326694668864
1192,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,8,3,1,706.7669848548903
1193,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,4,1,3,704.9182756841437
1194,1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,5,3,2,7268.203594410512
1195,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,3,6,1,14570.767666126318
1196,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,2,1,1,4920.839036818352
1197,1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,5,5,2,11660.198397370117
1198,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,8,1,3,1487.2449740174561
1199,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,3,1,2,1497.3383879347784
1200,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,4,2,1,1003.1262614065909
1201,1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,2,1,3,6308.444999471521
1202,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,6,3,3,357.59456514934027
1203,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,7,2,1,1356.2141155875033
1204,1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,3,3,2,7548.206136356652
1205,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,7,6,3,796.1045060247452
1206,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,2,4,1,841.3414594402657
1207,1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,3,3,1,5470.806927725816
1208,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,5,6,2,9893.95341964206
1209,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,2,1,1,1553.5095805469882
1210,0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,5,6,1,853.2662442729925
1211,1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,4,6,2,9384.160831355852
1212,1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,5,6,3,7413.79752607627
1213,0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,7,4,1,939.7173886551845
1214,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,3,2,3,713.5771583784317
1215,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,2,2,3,9105.550497303977
1216,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,7,2,2,896.2565466610504
1217,1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,5,4,1,10586.558806606046
1218,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,3,2,4,5546.73951291679
1219,1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,4,4,2,5821.401200155455
1220,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,7,3,1,16639.776011335718
1221,0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,4,5,2,4198.093881356249
1222,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,4,2,3,6640.990041853835
1223,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,4,1,2,785.992849497532
1224,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,3,2,2,2637.5155471809685
1225,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,2,4,4,-42.6093177225539
1226,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,3,2,3,4253.452960017714
1227,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,4,5,1,3586.525027287508
1228,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,2,2,4,3646.3588433792083
1229,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,8,4,1,973.9049839816671
1230,1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,5,4,4,12326.990099640423
1231,1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,2,6,2,4309.261710151807
1232,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,5,5,1,771.6211224423387
1233,1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,2,7,3,3299.885070049023
1234,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,4,1,1,3528.4252381914466
1235,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,5,4,1,14106.956361609124
1236,1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,2,1,2,10130.072777468198
1237,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,3,5,3,2231.158545376222
1238,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,4,4,2,1733.2050882228355
1239,1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,8,4,3,11085.74996131629
1240,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,8,4,2,997.1322256362146
1241,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,4,4,3,9664.5757254116
1242,0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,7,5,1,3714.276058356754
1243,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,2,2,1,11205.898286656182
1244,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,3,4,1,944.8248936987347
1245,0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,4,3,1,1493.6913882510635
1246,1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,1,4,4,4435.21131623442
1247,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,3,6,5,1298.0876539713154
1248,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,4,2,1,1440.185095464747
1249,0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,7,4,3,4088.6055908558465
1250,1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,5,5,2,7590.963415357731
1251,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,4,5,2,5123.250162221523
1252,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,3,2,1,5254.736619526877
1253,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,3,1,3,2719.1128166638428
1254,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,2,2,3,9456.605145462088
1255,2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,6,7,3,14602.585425617615
1256,0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,4,4,3,-60.46471654574725
1257,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,6,2,2,746.8953205537073
1258,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,3,2,2,1595.7252502377378
1259,0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,5,3,3,858.0587621819177
1260,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,5,1,1,892.6739056943916
1261,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,2,5,5,3485.048018543051
1262,0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,5,3,5,860.934451577461
1263,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,2,1,2,4410.169697158378
